job_title,job_Desc
Machine Learning Engineer,"About the job
Our Purpose

We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.

Title And Summary

Machine Learning Engineer

8-10 years of experience with 3-5 in a similar role

Overview: * Act as an expert and quality keeper in the area of productionalize machine learning algorithms

 Collabrate with architect on the system design to scale machine learning algorithms
 Pair programming and peer review with data scientists on optimizing algotithms
 Work with DevOps and MLOps engineers to set up quality control tools and frameworks for the ML model
 Identify coding standards, coaching unit testing to data scientists
 Warp model into web framework and containerize model artifacts
 Explore and evaluate frameworks, tools and services to innovate and accelerate ML lifecycle


P-172152: * Expert in Python programming

 Advanced experience in optimizing machine learning algorithms for performance and security
 Advanced understanding of software engineering concepts, best practices and design patterns
 Advanced experience in containerization (docker, docker compise, kubernetes or cloud managed kubernetes, container registry)
 Advanced experience in Python based web frameworks (e.g., Flask, Django)
 Advanced experience in CI&CD, code analysis, unit testing, and related tools (SonarQube) and frameworks (Pylint, PyTest)
 Experience in implementing distributed and scalable machine learning algorithms by using Spark and Hadoop
 Experience in refactoring algorithms to meet scalability and reliability requirement
 Experience in microservice, event driven architecture implementation
 Strong collaborative and communication skills, experience of working in cross functional teams


Nice to have: * Experience of using databricks to manage ML lifecycle

 Experience with cloud native AI solutions
 AWS Machine Learning certification and / or Azure Data Scientist certification


Education: BSc. Computer Science, Software Engineering, Mathematics, Statistics or equivalent experience.

Corporate Security Responsibility

 All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must:

Abide by Mastercard’s security policies and practices;
Ensure the confidentiality and integrity of the information being accessed;
Report any suspected information security violation or breach, and
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines."
AI Research Engineer,"About the job
About AlphaSense

AlphaSense is a market intelligence and search platform used by the world's leading companies and financial institutions. Since 2011, our AI-based technology has helped professionals make smarter business decisions by delivering insights from an extensive universe of public and private content—including equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content.

Headquartered in New York City, AlphaSense employs over 1,000 people across offices in the U.S., U.K., Finland, Germany, India, and Singapore. For more information, please visit www.alpha-sense.com

About The Role

Check out what we’ve built so far:

We are seeking a passionate research engineer to join our AI Research team. The AI Research team develops the cutting edge deep learning, NLP, search, and generative AI algorithms that power AlphaSense Search and AI products. You'll work closely with a team of talented researchers and engineers to deliver scalable solutions for our world class AI powered search platform.

Who You Are

An expert in machine learning and deep learning. Ideally, you possess an advanced degree in Computer Science, Computer Engineering or relevant field with a focus on machine learning, but equivalent industry experience may be considered
Familiar with the state-of-the-art deep learning and natural language processing research
Extremely proficient in developing end-to-end NLP models using Python and NLP libraries like Spacy and HuggingFace
Familiar with deep learning frameworks like PyTorch and TensorFlow
An excellent communicator with strong organizational, problem-solving, debugging and analytical skills

What You’ll Do

Develop highly scalable deep learning models and take them all the way to production
Perform cutting edge research in deep learning, machine learning & natural language processing
Work closely with cross-functional teams to translate product requirements into machine learning architectures
Own systems end-to-end including design, code, training, testing, deployment and iteration

Want to hear more?

You can apply by sending your cover letter and resume through the application form.

For more information, please contact Purva Shinde or by mobile at +91 8766889504 or by email: pshinde@alpha-sense.com"
Machine Learning Engineer,"About the job
Experience: 7 - 10 years.

Must-Have Skills: Tensor flow/ML Flow/Kube Flow/AirFlow/Pachyderm, Machine Learning, Container Orchestration platforms like Kubernetes/ RedHat/ OpenShift/ Rancher.

Key Responsibilities: 
Overseeing the end-to-end machine learning lifecycle, from model development to deployment and monitoring.
Leading a team of MLOps engineers and collaborating with cross-functional teams to ensure the successful implementation of machine learning solutions.
Implementing and optimising scalable and reliable MLOps workflows using technologies such as TensorFlow, ML Flow, Kubeflow, Airflow, and Pachyderm.
Managing and maintaining machine learning infrastructure, including container orchestration platforms like Kubernetes, RedHat, OpenShift, and Rancher.
Collaborating with data scientists, software engineers, and DevOps teams to bridge the gap between development and operations.
Ensuring the security, scalability, and performance of machine learning systems in production.
Staying abreast of industry trends and emerging technologies in MLOps and incorporating best practices into our processes.

Required Skills:
Machine Learning.
TensorFlow/ MLFlow/ KubeFlow/ AirFlow/ Pachyderm.
Container orchestration platforms like Kubernetes/ RedHat/ OpenShift/ Rancher.
Experience in any Big Data Technology will be preferred."
AI Ops Solutions Engineer,"About the job
What We Do: AI Service Management (AISM)

There are many examples of disruption in the consumer space – Uber disrupting the cab industry, Airbnb disrupting the hospitality industry and so on; but have you wondered who is disrupting support and operations? Aisera helps make businesses and customers successful by offering consumer-like user experience for support and operations. We have built the world’s first AISM solution for IT, HR, Customer Service, Facilities, and IT/Cloud Operations. With Aisera, organizations can provide a personalized and proactive experience for users by automating the resolution of tasks and actions.

The Role: AI Ops Solutions Engineer

At Aisera, we’re building a world-class Sales Engineering team, where each individual loves to move fast, be challenged, and win. This role sits squarely between Sales and Engineering. You will partner with these teams to help bridge business and technology, helping customers realize the art of the possible with cutting-edge Conversational AI & AI Ops. Your job is to do what it takes to get the technical win and “tee it up” for the sales team to close the deal. You will also partner closely with the post-sales teams to ensure your customers are able to successfully harness the power of Aisera.

This is a small, but very important team. You’ll be expected to be resourceful, a selfless team player, and regularly go above and beyond your “day job”. The upside is that this is a highly visible role with unbound growth opportunities.

What You'll Do:

Active participant in the sales process, with an emphasis on technical discovery diligence
Own the technical product overview and objection handling aspects
Build and deliver compelling demos to showcase the art of the possible
Define, build, and execute Proof of Concepts
Troubleshoot issues and/or escalate to necessary teams during demo prep and POCs
Lead coordination of additional Aisera technical resources to help secure the deal
Participate in necessary onboarding activities: work closely with CSMs, CSEs, SAs for onboarding, education, workshops, escalation management and other activities to ensure successful customer launch
Own collecting and driving product feedback


What You'll Need:

Overall 6 to 10 experience in the IT Services / IT Operations area of which 3-5 years of experience in building Automation scripts / Run Books for Cloud / Server Operations OR as a Solutions Architect working with Enterprise software solutions in a DevOps / Cloud environment.
Outstanding Presentation and Communication Skills: Must be able to present to various persona and levels within our prospect and customer organizations.
Sales Acumen: Required to be an active partner to AEs in the sales process. Ability to understand customer challenges, pains and opportunities, and articulate Aisera's value accordingly.
Team Player: Required to collaborate closely with all necessary stakeholders - both internal and external - to help drive successful close of deals and to help launch customers into production successfully.
Bachelor’s or higher degree in computer science, engineering, or related technical field
Hands-on experience with java, javascript, python, or other scripting/programming languages
Experience with IT, IT Automation, and Technical Support systems is a big plus
Familiarity with AI/ML and related technologies"
"Machine Learning Engineer (Speech) - AI (Remote,India)","About the job
Level AI is a Series B funded Mountain View, CA-based startup innovating in the Voice AI space. We are backed by top VCs, technologists from Silicon Valley, and industry experts. We are on a mission to revolutionize the customer sales experience for businesses. We are innovating in speech AI, NLP/NLU, and information retrieval systems to bring customers and businesses closer to one another.

As a critical member of the team, your work will be cutting-edge technologies and will play a high-impact role in shaping the future of AI-driven enterprise applications. You will directly work with people who've worked at Amazon, Facebook, Google, and other technology companies in the world. With Level AI, you will get to have fun, learn new things, and grow along with us.

Roles and Responsibilities :
Work on problems arising in speech-to-text pipelines, such as voice activity detection, transcription, automatic speech recognition (ASR) speaker diarization (SD),.
Train, deploy and maintain scalable speech-to-text pipeline to power Level AI’s ASR engine.
Keep abreast with SOTA techniques in your area and exchange knowledge with colleagues.
Work with other team members to develop architecture & design of systems.
Ability to independently conduct experiments with model architectures, training schemes, and approaches proposed in ASR literature.
Work in an agile environment to deliver high-quality products.

Requirements :
Bachelors in Computer Science or Electrical Engineering or related fields.
Strong knowledge of Machine Learning fundamentals and Deep learning architectures like Transformer, Conformer etc.
Hands on experience on building CTC & Attention based encoder-decoder models for ASR.
Hands-on experience with Python, Linux and a Deep Learning framework like Pytorch/Tensorflow.
Strong software engineering abilities so as to convert research into production worthy deployments.
Experience in building text-to-speech (TTS) & punctuation restoration for ASR noisy transcripts is a plus.
Awareness of state of the art research in Speech & NLP domain is a must."
Generative AI ML Engineer,"About the job
Job Title:

Generative AI ML Engineer

Job Description

Your Journey at Concentrix + Webhelp Starts Here:

At Concentrix + Webhelp, our mission is to be the greatest customer engagement services company in the world, rich in diversity and talent. We believe in doing right by and for people, our clients, their customers, our staff, our communities, and our planet.

We cannot achieve this vision without you!

If you have an interest in improving business performance for the world’s best brands in over 70 countries spanning 6 continents, please continue reading. There are a few characteristics we look for across all our hires regardless of the team they are working for. If this is you, we would love to discuss career opportunities with you.

 Are you ready to reimagine the world?
 Does working for a company who invests in the future and is inspiring in the marketplace intrigue you?
 Are you bold in your decisions, and do you have contrarian views on how to run a business?
 Are you fanatical in your pursuit to continue improving your capabilities?

Concentrix + Webhelp provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including private medical plans, competitive salary, retirement savings plans, paid learning days, and flexible workplaces. Specific benefits plans will vary by country/region.

In our Concentrix Catalyst team, you will work with the engine that powers the experience design and engineering capabilities at Concentrix. A leading global solutions company that reimagines everything CX through strategy, talent, and technology. We combine human-centered design, powerful data, and strong tech to accelerate CX transformation at scale. You will be surrounded by the best in the world providing market leading technology and insights to modernize and simplify the customer experience. Within our professional services team, you will deliver strategic consulting, design, advisory services, market research, and contact center analytics that deliver insights to improve outcomes and value for our clients. Hence achieving our vision.

We’re a remote-first company looking to hire the absolute best talent in the world.

Generative AI ML Engineer. This position is for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and pre-processing, to training models and deploying them to production. The key responsibilities will be to prepare modern Natural Language Technology (NLT) platforms to gain insights from our data.

Experience level: 7-10 years

you will be reporting to a Data Engineering Manager

Identify and implement the most optimal cloud-based ML solutions for our clients

Designing, developing, and researching Machine Learning systems, models, and schemes through data science and data analytics prototypes.

Research, develop, and implement state-of-the-art techniques in the field of Large Language Models (LLM) and Generative AI

Understanding of Natural Language Processing (NLP), Natural Language Understanding (NLU) and Natural Language Generation (NLG)

Familiarity with deep learning, machine learning and NLP/NLG frameworks (like Keras, TensorFlow or PyTorch etc.), HuggingFace transformers and libraries (like scikit-learn, spacy, gensim, SparkNLP, etc.)

Ability to write robust code in Python, Java and R

Experience optimizing model hyperparameter tuning for speed and cost

Experience in building MLOps pipeline using MLOps frameworks like Kubeflow, MLFlow, and Databricks.

Analyze and fine-tune LLM model performance through experimentation, iteration, and data-driven insights.

Proven expertise in working with Large Language Models, particularly GPT (Generative Pre-trained Transformer) variants.

Experience with generative models, deep learning, and natural language processing techniques.

Proficiency in programming languages such as Python and experience with deep learning frameworks like TensorFlow or PyTorch.

Demonstrated ability to bring research projects from ideation to implementation, producing tangible outcomes

Location:

IND Bangalore - Manyata Blk D4, 2nd Flr

Language Requirements:

Time Type:

Full time

If you are a California resident, by submitting your information, you acknowledge that you have read and have access to the Job Applicant Privacy Notice for California Residents

R1445051"
Machine Learning Engineer,"About the job
Why Lytx?:

As our Machine Learning Engineer, you will join our Applied Machine Learning Team in India, who develops machine learning and computer vision algorithms to monitor and assess the state of drivers and their environments to identify risk and improve safety for our clients. You will contribute to all aspects of the DL/ML model development and deployment cycle to improve the accuracy and throughput at reduced latency to help enhance and differentiate us as the leader in the Video Safety and Telematics industry. If this sounds like you, we encourage you to apply!

What You'll Do

End-to-End development of DL models – prototyping, formulation, data engineering, model training, etc.
Implement, debug, and improvise DL models.
Develop and optimize cloud/Edge deployment of DL models.
Optimize DL models – quantization, model pruning, etc.
Other duties as assigned.

What You'll Need

Bachelor's/MS degree in CS, EE, EC, or related fields 
Understanding of core ML concepts, and hands on experience with at least 2 DL frameworks like PyTorch/TF
Strong analytical & problem-solving skills with fundamental knowledge on relevant math, probability, and algorithms
Good understanding of any low-level programming language like C/C++ 
Strong teammate who enjoys working in a collaborative, fast-paced team-focused environment

Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference. 

Together, we help save lives on our roadways.

Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.

Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
"Staff Machine Learning Engineer - (AI/ML Team), Bangalore","About the job
Every great story has a new beginning, and yours starts here.

Welcome to Warner Bros. Discovery… the stuff dreams are made of.

Who We Are…

When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next…

From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

Staff Engineer - ML (Content and Ad platform), Bangalore

About Warner Bros. Discovery

Warner Bros. Discovery, a premier global media and entertainment company, offers audiences the world's most differentiated and complete portfolio of content, brands and franchises across television, film, streaming and gaming. The new company combines Warner Media’s premium entertainment, sports and news assets with Discovery's leading non-fiction and international entertainment and sports businesses.

For more information, please visit www.wbd.com.

Meet Our Team

When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons. and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next…

From brilliant creatives to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

Roles & Responsibilities

The role will focus on building out machine learning solutions for WBD’s content and Ad platform. Primary focus will be on unlocking machine learning opportunities in media supply chain, captioning services, ad conditioning, metadata extraction and building foundational machine learning training and inference pipelines at scale.
You will lead by example and define the best practices, will set high standards for the entire team and for the rest of the organization. You have a successful track record for ambitious projects across cross-functional teams. You are passionate and results oriented. You strive for technical excellence and are very hands-on. Your co-workers love working with you. You have built respect in your career through concrete accomplishments.
Build cutting-edge capabilities utilizing machine learning and data science (e.g., large language models, computer vision models, advanced ad & content targeting, etc.)
Lead design and development of machine learning systems.
Build end to end ML pipelines to train, deploy and server ML models at scale.
Leverage industry best practices and tools to continually improve teams' ability to build, operate and maintain products.
Ensure that technical solutions are in line with established WBD Digital strategy, standards in respect to architecture, security, corporate governance, coding standards, monitoring, logging, unit test, and service enablement.

What To Bring

9-13 years of experience designing, building machine learning algorithms and systems.
Strong understanding of modern ML approaches (GBDT, CNN, LSTM, GRU, HRNN, transformers, siamese neural networks, variational auto-encoders, ...).
Experience with Deep Learning,NLP, LLMs, Reinforcement Learning, Causal Inference. good knowledge of ML tools and frameworks (TensorFlow, Keras, pyTorch, scikit-learn, Spark,...).
Proficiency in programming languages such as Python or Scala.
Familiarity with real-world ML systems (configuration, data collection, data verification, feature extraction, resource and process management, analytics, training, serving, validation, experimentation, monitoring).
Experience with offline experimentation and A/B testing.
Proficiency in operating machine learning solutions at scale, covering the end-to-end ML workflow.
Understanding of batch and streaming data processing techniques.
Knowledge of AWS or similar cloud platforms.
PhD or Masters in Computer Science or related discipline.

What We Offer

A Great Place to work.
Equal opportunity employer
Fast track growth opportunities

How We Get Things Done…

This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.

The Legal Bits…

Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, regardless of sex, gender identity, ethnicity, age, sexual orientation, religion or belief, marital status, pregnancy, parenthood, disability or any other category protected by law.

If you’re a qualified candidate and you require adjustments or accommodations to search for a job opening or apply for a position, please contact us at recruitadmin@wbd.com."
ML Engineer,"About the job
Responsibilities Develop predictive models using supervised and unsupervised machine learning/deep learning Build models for legal predictive analytics, natural language understanding, conversational AI, robotic accounting, forecasting and anomaly detection Provide expertise in data wrangling, exploratory data analysis and feature engineering with large data sets Support the development of proofs of concept to demonstrate the application of AI/ML capabilities in solving customer problems in collaboration with product and other development teams Collaborate effectively with other teams across DXG and Wolters Kluwer

A self-starter who can align the technology solution with a business goalQualifications Undergraduate or Graduate degree (MS or PhD) in Computer Science, Engineering, Mathematics or equivalent, specializing in machine learning or a related field 3+ years experience in supporting development of production-ready solutions leveraging AI technologies: NLP, Deep Learning, Machine LearningStrong hands-on expertise in Python and open source libraries/frameworks/tools such as NumPy, SciPy, scikit-learn, pandas, matplotlib, spacey, NLTK, jupyter, anaconda, transformers, etc. Experience with deep learning frameworks such as TensorFlow, Kera's, Py TorchExperience in applying deep learning to NLP Computer vision modeling a plusExperience with designing, building, and optimizing data and model training pipelinesExperience in SageMaker or Azure ML Studio a plus Experience with cloud-based platforms (AWS or Azure) for solution deliveryExperience working with agile and Software Development Lifecycle tools (e.g. JIRA, Confluence, Git) and Test-Driven Development (TDD)"
Senior AI Model System Software Performance Optimization Engineer,"About the job
Company

Qualcomm India Private Limited

Job Area

Engineering Group, Engineering Group > Software Engineering

General Summary

We are looking for an AI Performance System Software Engineer to work on performance and power enhancements into the SW and HW stacks and SW tools of state-of-the-art machine learning solutions on Snapdragon platform.

As a member of the team responsible for AI performance on Snapdragon compute platform, you will have opportunity to represent requirements of Windows on Snapdragon application developers for multiple AI use-cases and ensure the Snapdragon AI platform, and tools deliver the industry leading performance and power through automated app development workflows. You will work to continuously evolve the benchmarking and optimization of reference AI networks that will serve as relevant, minimum performant examples to application developers for Windows on Snapdragon. You will develop and implement improvements into the SW stack including SDK, Tools, and documentation that will directly impact the ease of use and performance realization by Windows Application Developers on Snapdragon. You will work closely with development leads, software, and hardware architects.

Ideal candidate has knowledge of state of the art in AI for one of the domains such as Computer Vision, Audio, Generative AI and 1-2 years’ experience in optimization for performance on GPU, NPU.

Responsibilities

 Understand trends in ML network design, through customer engagements and latest academic research, and determine how this will affect both SW and HW design
 Analyze ML/AI algorithms and workloads on exploratory and existing Qualcomm HW and SW stacks through simulation and on-device characterization
 Develop and perform comprehensive AI benchmark tests on Windows on Snapdragon using debug, analysis, and optimization tools
 Tune algorithms for ML/AI using compilers, kernels and HW features to improve mappings of ML/AI workloads on NPU, GPU, CPU on Snapdragon
 Contribute new features and designs to system design of future SoCs that reduce performance bottlenecks through the workflow



Skills And Experience

 Experience in algorithm development and performance analysis using profiling tools, and methods
 Knowledge of state of the art in AI models for one or more of the domains such as Computer Vision, Audio, Generative AI
 Exposure to front-end ML frameworks (i.e.,TensorFlow, PyTorch, ONNX)
 Knowledge of computer architecture, embedded system implementations a plus
 Strong software engineering principles are essential
 Ability to code in C, C++ and Python
 Experience with performance optimization of AI on GPU, NPU, CPU a plus
 Strong communication skills (written and verbal)
 Detail-oriented with strong problem-solving, analytical, and debugging skills
 Demonstrated ability to learn, think and adapt in a fast-changing environment
 3+ years’ experience in Software in AI system optimization
 Masters or PhD in Computer Science or Electrical Engineering



Minimum Qualifications

 Bachelor's degree in Computer Science, Engineering, Information Systems, or related field and 2+ years of Hardware Engineering, Software Engineering, Systems Engineering, or related work experience.



OR

Master's degree in Computer Science, Engineering, Information Systems, or related field and 1+ year of Hardware Engineering, Software Engineering, Systems Engineering, or related work experience.

OR

PhD in Computer Science, Engineering, Information Systems, or related field.

Applicants: If you need an accommodation, during the application/hiring process, you may request an accommodation by sending email to accommodationsupport

Although this role has some expected minor physical activity, this should not deter otherwise qualified applicants from applying. If you are an individual with a physical or mental disability and need an accommodation during the application/hiring process, please call Qualcomm’s toll-free number found here for assistance. Qualcomm will provide reasonable accommodations, upon request, to support individuals with disabilities as part of our ongoing efforts to create an accessible workplace.

Qualcomm is an equal opportunity employer and supports workforce diversity.

Qualcomm expects its employees to abide by all applicable policies and procedures, including but not limited to security and other requirements regarding protection of Company confidential information and other confidential and/or proprietary information, to the extent those requirements are permissible under applicable law.

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.

If you would like more information about this role, please contact Qualcomm Careers.

3053070"
Machine Learning Engineer,"About the job
We are looking for experienced ML Engineers with 5-7 years of overall expertise, and a minimum of 5 years of relevant experience in ML. This is an exciting opportunity to work with cutting-edge technologies and make a difference in the rapidly evolving world of distributed computing, ML frameworks, and cloud-based technologies.

Machine Learning Engineering Experience: A minimum of five years of hands-on experience in designing, developing, and deploying Machine Learning models and systems.
Proficiency in Databricks: Strong familiarity and practical experience with Databricks for data exploration, processing, and model development.
Production-Quality Python Coding: Extensive experience in writing robust, scalable, and maintainable Python code specifically tailored for production environments.
Packaging and Deployment: Proven expertise in packaging Machine Learning models for deployment in various environments.
Source Code Management: Proficiency in SCM tools (such as Git) and best practices for collaborative development.

To succeed in this role, you should have a strong passion for data, a knack for problem-solving, and the ability to work independently and collaboratively within a team. We value creativity and innovation, so bring your ideas and let's transform the Retail and manufacturing industry together"
Senior Machine Learning Engineer,"About the job
Giggso is a no-code platform to securely and responsibly, deploy and monitor AI ML Models including LLMs. We are an award-winning startup and looking to expand our operations and are looking for a Data Science Lead at our Chennai office. 

This senior person would have experience deploying scalable production-grade AI models and experience with production support teams for ML. Project management experience with agile methodologies is essential to perform in this role. 
 Tech stack for our ModelOps platform
Data Science hands-on experience in multiple areas
Sagemaker
Databricks
AzureML
LLM models
Programming language (Python)
 Compensation + bonus and stock for the right star.
 We do not seek mundane employees, we seek people who have the attitude of an entrepreneur inside the firm. Energy, motivation, and enthusiasm are vital to success in our company.
 Also, at Giggso we believe knowledge is power and learning is a continuous process so we expect our stars to be on top of it.
 Interested?
 Please do apply with the latest profile and a cover letter on why you would be a fit!"
Artificial Intelligence Engineer,"About the job
FERTIS INDIA PVT. LTD. HYDERABAD FERTIS INDIA PVT. LTD. HYDERABAD 20th July 2023 JOB DESCRIPTION Job Title/ Designation AI/ML Developer Work Location Hyderabad No. of Vacancies 01 Essential Qualification Possesses a Bachelor's degree or higher from a highly reputable institution in Computer Science, Statistics, Mathematics, or an allied field, underpinned by an outstanding academic record and a high CGPA. Desirable Qualification Possesses notable AI/ML certifications such as Deep Learning Specialization, Advanced Machine Learning Specialization, Machine Learning, Professional Certificate in Applied AI, Artificial Intelligence, Azure Machine Learning Engineer, TensorFlow for AI/ML. Languages Known Telugu, English & Hindi Role Summary Responsible for developing and implementing machine learning algorithms, models, and solutions to drive data-driven insights and innovations. Role & Responsibilities Develop, validate, and maintain advanced machine learning and artificial intelligence models. Handle data preprocessing, feature engineering, and model evaluation. Build intuitive and interactive user interfaces using front-end technologies like Angular and React. Work on back-end development tasks, integrating AI/ML models into applications. Troubleshoot and resolve technical issues promptly. Work closely with other teams to ensure seamless implementation and deployment of models. Understand the underlying systems and data architecture. Stay up to date with the latest trends and advancements in AI/ML technologies. Ensure the quality and performance of the models by using methodologies like cross-validation, A/B testing or confusion matrices. Understand the implications of various performance metrics. Technical/ Functional Competencies Strong proficiency in Python, including knowledge of popular libraries such as NumPy, pandas, scikit-learn, and TensorFlow or PyTorch for deep learning. Proficiency in R for statistical analysis, data manipulation, and building machine learning models. Exposure to Java and Scala for developing robust and scalable applications. Familiarity with back-end and front-end technology for developing attractive and user-friendly interfaces. Familiarity with SQL or NoSQL databases Ability to preprocess and clean data, handle missing values, and perform feature engineering techniques. Knowledge of model evaluation metrics and techniques, as well as hyperparameter tuning for optimizing model performance. Proficiency in data visualization libraries such as Matplotlib, Seaborn, or Plotly to present insights effectively. Proficiency with cloud platforms like AWS, Azure, or Google Cloud. Behavioral Competencies Strong analytical and problem-solving skills to tackle complex AI/ML challenges. Adaptability & Continuous Learning Excellent verbal and written communication skills to convey technical concepts to both technical and non-technical stakeholders. Uphold ethical standards in AI/ML work, including respect for data privacy, transparency in algorithms, and awareness of potential biases or impacts. Proactive and self-driven attitude to take ownership of tasks and deliver high-quality results. Page 2 of 2"
Artificial Intelligence Engineer,"About the job
Urgent hiring

#GreatOpportunity #mlai #it-recruitment

ROBOTRONiX India and BitByte Software Technologies are looking for smart, focused and passionate team player who aspire to grow, are open to exploring, learning, and work on the latest tools and technology. Seeking strong developers who are comfortable in taking on technical challenges with technology.

If you're knowledge-hungry and ready to work alongside great developers to bring a product to reality.

Looking to hire for the position of 2 ML AI Python - 3 Plus years of Experience 

Let's have fun building things together!"
Gen AI Developer,"About the job
Company Description 
ADSMN is a strategic partner for digital marketing solutions. We use creativity, cutting edge technology, and data-driven insights to provide tailored advertising solutions for businesses. Our passion for results and relentless commitment to innovation sets us apart in the digital landscape.
Role Description 
ADSMN is seeking a full-time Gen AI Developer to join our team. The Gen AI Developer will be a part of the team responsible for creating and developing sophisticated AI algorithms to enhance our clients' digital marketing solutions. This is an onsite role located in Mumbai. The ideal candidate will have experience in AI development, machine learning, and data analytics, and will be able to work collaboratively with cross-functional teams to deliver effective campaign solutions.

 Qualifications 
Bachelor's degree or higher in Computer Science, Engineering, Mathematics, or related field
2+ years of experience in AI development, machine learning, and data analytics
Strong proficiency in programming languages such as Python, Django
Proficiency in AI frameworks such as TensorFlow, Keras, PyTorch, or equivalent
Expertise in mathematics, statistics and algorithm development
Experience in Stable Diffusion, Hugging face, and OpenAI workflow and models.
Experience with cloud computation platforms such as AWS or GCP
Experience with data collection, cleaning, processing, and analyzing data for AI model creation
Excellent communication, teamwork, and problem-solving skills are required."
